token	corpus size	all contexts size	frequency	co-frequency	specificity
الروسي	214049	9514	14	3	1.71
فرع	214049	9514	14	3	1.71
يعود	214049	9514	14	3	1.71
حمدي	214049	9514	14	3	1.71
الموضوعي	214049	9514	14	3	1.71
القسم	214049	9514	14	3	1.71
المراجع	214049	9514	14	3	1.71
والعربية	214049	9514	14	3	1.71
المركز	214049	9514	14	3	1.71
مباشرة	214049	9514	14	3	1.71
الدافع	214049	9514	38	5	1.71
التاسع	214049	9514	67	7	1.71
والمسلمين	214049	9514	68	7	1.68
إذ	214049	9514	39	5	1.67
الباحث	214049	9514	39	5	1.67
يكن	214049	9514	39	5	1.67
الثقافي	214049	9514	26	4	1.67
الزمن	214049	9514	15	3	1.64
خلاصة	214049	9514	15	3	1.64
الأكاديمية	214049	9514	15	3	1.64
الآراء	214049	9514	15	3	1.64
وصورة	214049	9514	15	3	1.64
الرئيسية	214049	9514	86	8	1.63
القرون	214049	9514	27	4	1.62
أعلام	214049	9514	6	2	1.61
تمي	214049	9514	6	2	1.61
وآراء	214049	9514	6	2	1.61
نشط	214049	9514	6	2	1.61
سيما	214049	9514	6	2	1.61
عوامل	214049	9514	6	2	1.61
خطر	214049	9514	6	2	1.61
ص44	214049	9514	6	2	1.61
الحداثة	214049	9514	6	2	1.61
الفردي	214049	9514	6	2	1.61
ثقافتنا	214049	9514	6	2	1.61
والحضارية	214049	9514	6	2	1.61
مطبقاني	214049	9514	6	2	1.61
نشاط	214049	9514	6	2	1.61
فرانشيسكو	214049	9514	6	2	1.61
النقدي	214049	9514	6	2	1.61
بسم	214049	9514	6	2	1.61
الرحيم	214049	9514	6	2	1.61
رغبة	214049	9514	6	2	1.61
علميا	214049	9514	6	2	1.61
عبدالعزيز	214049	9514	6	2	1.61
عة	214049	9514	6	2	1.61
ص19	214049	9514	6	2	1.61
الأساسية	214049	9514	6	2	1.61
مشرق	214049	9514	6	2	1.61
التمييز	214049	9514	6	2	1.61
طرح	214049	9514	6	2	1.61
أساليب	214049	9514	6	2	1.61
الشبكة	214049	9514	6	2	1.61
يتضح	214049	9514	6	2	1.61
الاستيلاء	214049	9514	6	2	1.61
قرب	214049	9514	6	2	1.61
الـ	214049	9514	6	2	1.61
تحو	214049	9514	6	2	1.61
أيضا	214049	9514	71	7	1.61
بما	214049	9514	41	5	1.60
هناك	214049	9514	56	6	1.59
قائمة	214049	9514	28	4	1.57
لفهم	214049	9514	16	3	1.57
والعلوم	214049	9514	16	3	1.57
المجال	214049	9514	16	3	1.57
أدوات	214049	9514	16	3	1.57
مختارات	214049	9514	16	3	1.57
الآن	214049	9514	57	6	1.56
17	214049	9514	43	5	1.53
الثامن	214049	9514	29	4	1.53
بأنه	214049	9514	29	4	1.53
المختلفة	214049	9514	29	4	1.53
أيض	214049	9514	29	4	1.53
عليهم	214049	9514	29	4	1.53
العالم	214049	9514	182	13	1.52
إذا	214049	9514	59	6	1.51
ذهب	214049	9514	17	3	1.50
وهكذا	214049	9514	17	3	1.50
التعامل	214049	9514	17	3	1.50
ادوارد	214049	9514	17	3	1.50
القاهرة	214049	9514	44	5	1.50
وكان	214049	9514	76	7	1.49
الاهتمام	214049	9514	30	4	1.48
الاسلام	214049	9514	30	4	1.48
ومصر	214049	9514	7	2	1.48
ترتبط	214049	9514	7	2	1.48
بتحقيق	214049	9514	7	2	1.48
غالب	214049	9514	7	2	1.48
مظاهر	214049	9514	7	2	1.48
المباشر	214049	9514	7	2	1.48
الاجتهاد	214049	9514	7	2	1.48
طويل	214049	9514	7	2	1.48
وأصبحت	214049	9514	7	2	1.48
البنية	214049	9514	7	2	1.48
الجواب	214049	9514	7	2	1.48
أسهمت	214049	9514	7	2	1.48
والعمل	214049	9514	7	2	1.48
تاريخه	214049	9514	7	2	1.48
باللغات	214049	9514	7	2	1.48
عبارة	214049	9514	7	2	1.48
ص15	214049	9514	7	2	1.48
الحادي	214049	9514	7	2	1.48
أرى	214049	9514	7	2	1.48
ثب	214049	9514	7	2	1.48
بقلم	214049	9514	7	2	1.48
بوضوح	214049	9514	7	2	1.48
التقدم	214049	9514	7	2	1.48
اتجه	214049	9514	7	2	1.48
تجعل	214049	9514	7	2	1.48
اللازمة	214049	9514	7	2	1.48
خلال	214049	9514	95	8	1.45
رجال	214049	9514	31	4	1.44
عهد	214049	9514	18	3	1.44
الإنجليزي	214049	9514	18	3	1.44
والبحوث	214049	9514	18	3	1.44
مجمع	214049	9514	18	3	1.44
وثيقة	214049	9514	18	3	1.44
الفن	214049	9514	18	3	1.44
2019	214049	9514	18	3	1.44
الدول	214049	9514	46	5	1.43
قبل	214049	9514	114	9	1.43
أو	214049	9514	436	25	1.43
نفسه	214049	9514	79	7	1.42
اليوم	214049	9514	63	6	1.41
سبيل	214049	9514	32	4	1.41
موقع	214049	9514	80	7	1.40
الأمر	214049	9514	47	5	1.40
بل	214049	9514	116	9	1.40
ص	214049	9514	213	14	1.39
ضوء	214049	9514	19	3	1.39
مهم	214049	9514	19	3	1.39
سواء	214049	9514	19	3	1.39
للغرب	214049	9514	19	3	1.39
النظر	214049	9514	19	3	1.39
عرف	214049	9514	19	3	1.39
بحث	214049	9514	64	6	1.38
الأدب	214049	9514	48	5	1.38
ثلاث	214049	9514	8	2	1.38
بالفعل	214049	9514	8	2	1.38
والقرآن	214049	9514	8	2	1.38
تطو	214049	9514	8	2	1.38
وبدأ	214049	9514	8	2	1.38
الكلاسيكية	214049	9514	8	2	1.38
للاستزادة	214049	9514	8	2	1.38
السياسات	214049	9514	8	2	1.38
الفئة	214049	9514	8	2	1.38
طابع	214049	9514	8	2	1.38
غيره	214049	9514	8	2	1.38
ـــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــــ	214049	9514	8	2	1.38
كامل	214049	9514	8	2	1.38
النظريات	214049	9514	8	2	1.38
يظهر	214049	9514	8	2	1.38
ونجد	214049	9514	8	2	1.38
يدعو	214049	9514	8	2	1.38
النحو	214049	9514	8	2	1.38
الاعتقاد	214049	9514	8	2	1.38
السؤال	214049	9514	8	2	1.38
ليلى	214049	9514	8	2	1.38
تختلف	214049	9514	8	2	1.38
الإشارة	214049	9514	8	2	1.38
مقولة	214049	9514	8	2	1.38
وائل	214049	9514	8	2	1.38
جدلية	214049	9514	8	2	1.38
يهدف	214049	9514	8	2	1.38
غاية	214049	9514	8	2	1.38
والعلم	214049	9514	8	2	1.38
تشكل	214049	9514	8	2	1.38
يعيش	214049	9514	8	2	1.38
عديدة	214049	9514	8	2	1.38
نقد	214049	9514	33	4	1.37
ظهرت	214049	9514	33	4	1.37
للإسلام	214049	9514	49	5	1.35
الشرقية	214049	9514	178	12	1.34
10	214049	9514	66	6	1.34
الرغم	214049	9514	20	3	1.34
يرى	214049	9514	20	3	1.34
طبيعة	214049	9514	20	3	1.34
وغير	214049	9514	20	3	1.34
دراستهم	214049	9514	20	3	1.34
كيف	214049	9514	34	4	1.33
عمل	214049	9514	34	4	1.33
13	214049	9514	50	5	1.32
الدينية	214049	9514	35	4	1.30
خدمة	214049	9514	35	4	1.30
محمود	214049	9514	35	4	1.30
18	214049	9514	35	4	1.30
تلك	214049	9514	123	9	1.30
بيروت	214049	9514	68	6	1.30
الم	214049	9514	86	7	1.29
تاريخية	214049	9514	21	3	1.29
فلم	214049	9514	21	3	1.29
بالدراسات	214049	9514	21	3	1.29
المعرفية	214049	9514	21	3	1.29
أمر	214049	9514	21	3	1.29
ذاته	214049	9514	9	2	1.29
العموم	214049	9514	9	2	1.29
معها	214049	9514	9	2	1.29
ذو	214049	9514	9	2	1.29
أبحاثهم	214049	9514	9	2	1.29
التقليدية	214049	9514	9	2	1.29
كونه	214049	9514	9	2	1.29
أداة	214049	9514	9	2	1.29
طوال	214049	9514	9	2	1.29
المبكر	214049	9514	9	2	1.29
يشمل	214049	9514	9	2	1.29
الجامع	214049	9514	9	2	1.29
وهل	214049	9514	9	2	1.29
أمريكا	214049	9514	9	2	1.29
مذاهب	214049	9514	9	2	1.29
سيطرة	214049	9514	9	2	1.29
الحاجة	214049	9514	9	2	1.29
أحد	214049	9514	36	4	1.27
ثم	214049	9514	126	9	1.26
الكريم	214049	9514	88	7	1.26
1998	214049	9514	22	3	1.24
حضارة	214049	9514	22	3	1.24
الغربيين	214049	9514	71	6	1.24
علماء	214049	9514	37	4	1.24
ع	214049	9514	189	12	1.24
ومن	214049	9514	189	12	1.24
مقالات	214049	9514	91	7	1.22
الأمريكية	214049	9514	38	4	1.21
الصعب	214049	9514	10	2	1.21
ومما	214049	9514	10	2	1.21
جعل	214049	9514	10	2	1.21
134	214049	9514	10	2	1.21
مستوى	214049	9514	10	2	1.21
فكانت	214049	9514	10	2	1.21
يدرس	214049	9514	10	2	1.21
أشار	214049	9514	10	2	1.21
أقرب	214049	9514	10	2	1.21
يسمى	214049	9514	10	2	1.21
الأمريكي	214049	9514	10	2	1.21
يهتم	214049	9514	10	2	1.21
صياغة	214049	9514	10	2	1.21
kdict	214049	9514	10	2	1.21
والسيطرة	214049	9514	10	2	1.21
فقط	214049	9514	55	5	1.21
كثيرة	214049	9514	23	3	1.20
النقد	214049	9514	23	3	1.20
وإذا	214049	9514	23	3	1.20
البحث	214049	9514	132	9	1.19
القرآني	214049	9514	39	4	1.18
مجموعة	214049	9514	39	4	1.18
حديث	214049	9514	40	4	1.16
كثير	214049	9514	58	5	1.15
عبد	214049	9514	137	9	1.14
وأصبح	214049	9514	11	2	1.14
كافة	214049	9514	11	2	1.14
حدث	214049	9514	11	2	1.14
البداية	214049	9514	11	2	1.14
تخدم	214049	9514	11	2	1.14
لتاريخ	214049	9514	11	2	1.14
معرفي	214049	9514	11	2	1.14
تقارير	214049	9514	11	2	1.14
أدى	214049	9514	11	2	1.14
رواد	214049	9514	11	2	1.14
ارتباط	214049	9514	11	2	1.14
باحث	214049	9514	11	2	1.14
بواسطة	214049	9514	11	2	1.14
خير	214049	9514	11	2	1.14
ويرى	214049	9514	11	2	1.14
آخرون	214049	9514	11	2	1.14
والعشرين	214049	9514	11	2	1.14
خلق	214049	9514	11	2	1.14
ولهذا	214049	9514	11	2	1.14
لمعرفة	214049	9514	11	2	1.14
الأيديولوجية	214049	9514	11	2	1.14
الأولى	214049	9514	77	6	1.14
ولكن	214049	9514	77	6	1.14
الظاهرة	214049	9514	41	4	1.13
ضمن	214049	9514	41	4	1.13
النصوص	214049	9514	25	3	1.13
الفكري	214049	9514	25	3	1.13
التبشير	214049	9514	25	3	1.13
