token	corpus size	all contexts size	frequency	co-frequency	specificity
reseña	5008	3764	1	1	0.12
ausencia	5008	3764	1	1	0.12
ocho	5008	3764	1	1	0.12
pudiese	5008	3764	1	1	0.12
agregársele	5008	3764	1	1	0.12
musulmana	5008	3764	1	1	0.12
avecindadas	5008	3764	1	1	0.12
córdoba	5008	3764	1	1	0.12
criticó	5008	3764	1	1	0.12
ignorancia	5008	3764	1	1	0.12
creyeron	5008	3764	1	1	0.12
cronistas	5008	3764	1	1	0.12
indias	5008	3764	1	1	0.12
idéntico	5008	3764	1	1	0.12
celo	5008	3764	1	1	0.12
aborrecidos	5008	3764	1	1	0.12
tarde	5008	3764	1	1	0.12
colosal	5008	3764	1	1	0.12
alemanes	5008	3764	1	1	0.12
queda	5008	3764	1	1	0.12
antiesencialista	5008	3764	1	1	0.12
sabe	5008	3764	1	1	0.12
salvo	5008	3764	1	1	0.12
alevosa	5008	3764	1	1	0.12
pierre	5008	3764	1	1	0.12
larcher	5008	3764	1	1	0.12
savant	5008	3764	1	1	0.12
littéraire	5008	3764	1	1	0.12
catalogar	5008	3764	1	1	0.12
fracasó	5008	3764	1	1	0.12
creo	5008	3764	1	1	0.12
inasible	5008	3764	1	1	0.12
subjetivo	5008	3764	1	1	0.12
eruditamente	5008	3764	1	1	0.12
sabios	5008	3764	1	1	0.12
basaron	5008	3764	1	1	0.12
mariano	5008	3764	1	1	0.12
marsal	5008	3764	1	1	0.12
profesora	5008	3764	1	1	0.12
encontró	5008	3764	1	1	0.12
fuente	5008	3764	1	1	0.12
simbólicas	5008	3764	1	1	0.12
cautivador	5008	3764	1	1	0.12
fácilmente	5008	3764	1	1	0.12
accesibles	5008	3764	1	1	0.12
aguafuerte	5008	3764	1	1	0.12
aguatinta	5008	3764	1	1	0.12
adherido	5008	3764	1	1	0.12
sugerente	5008	3764	1	1	0.12
panorama	5008	3764	1	1	0.12
formulado	5008	3764	1	1	0.12
mediante	5008	3764	1	1	0.12
alhambra	5008	3764	1	1	0.12
fascinado	5008	3764	1	1	0.12
evocaciones	5008	3764	1	1	0.12
impostado	5008	3764	1	1	0.12
determinado	5008	3764	1	1	0.12
mirada	5008	3764	1	1	0.12
dialéctica	5008	3764	1	1	0.12
enfoques	5008	3764	1	1	0.12
plena	5008	3764	1	1	0.12
deseen	5008	3764	1	1	0.12
podrán	5008	3764	1	1	0.12
palacio	5008	3764	1	1	0.12
hombre	5008	3764	1	1	0.12
llevó	5008	3764	1	1	0.12
bilbao	5008	3764	1	1	0.12
predilección	5008	3764	1	1	0.12
cosas	5008	3764	1	1	0.12
utilización	5008	3764	1	1	0.12
recursos	5008	3764	1	1	0.12
procedentes	5008	3764	1	1	0.12
agrupar	5008	3764	1	1	0.12
quiera	5008	3764	1	1	0.12
definió	5008	3764	1	1	0.12
práctica	5008	3764	1	1	0.12
moda	5008	3764	1	1	0.12
retrato	5008	3764	1	1	0.12
natural	5008	3764	1	1	0.12
sustituyéndose	5008	3764	1	1	0.12
queden	5008	3764	1	1	0.12
deslumbrados	5008	3764	1	1	0.12
pagados	5008	3764	1	1	0.12
proyección	5008	3764	1	1	0.12
repercusión	5008	3764	1	1	0.12
manifestó	5008	3764	1	1	0.12
naciendo	5008	3764	1	1	0.12
aquellos	5008	3764	1	1	0.12
lucha	5008	3764	1	1	0.12
hegemonía	5008	3764	1	1	0.12
cuadro	5008	3764	1	1	0.12
espectaculares	5008	3764	1	1	0.12
pudo	5008	3764	1	1	0.12
adaptar	5008	3764	1	1	0.12
estilos	5008	3764	1	1	0.12
temática	5008	3764	1	1	0.12
realizada	5008	3764	1	1	0.12
considerada	5008	3764	1	1	0.12
prejuicio	5008	3764	1	1	0.12
tenía	5008	3764	1	1	0.12
movieron	5008	3764	1	1	0.12
obedece	5008	3764	1	1	0.12
marcado	5008	3764	1	1	0.12
historicista	5008	3764	1	1	0.12
conoció	5008	3764	1	1	0.12
unido	5008	3764	1	1	0.12
experiencias	5008	3764	1	1	0.12
fez	5008	3764	1	1	0.12
reyes	5008	3764	1	1	0.12
católicos	5008	3764	1	1	0.12
reciben	5008	3764	1	1	0.12
realizar	5008	3764	1	1	0.12
tom	5008	3764	1	1	0.12
reiss	5008	3764	1	1	0.12
humboldt	5008	3764	1	1	0.12
berlín	5008	3764	1	1	0.12
lev	5008	3764	1	1	0.12
sangre	5008	3764	1	1	0.12
petróleo	5008	3764	1	1	0.12
convierte	5008	3764	1	1	0.12
resonante	5008	3764	1	1	0.12
éxito	5008	3764	1	1	0.12
encantado	5008	3764	1	1	0.12
nueva	5008	3764	1	1	0.12
apuesto	5008	3764	1	1	0.12
escribe	5008	3764	1	1	0.12
alemán	5008	3764	1	1	0.12
publica	5008	3764	1	1	0.12
media	5008	3764	1	1	0.12
docena	5008	3764	1	1	0.12
inmediata	5008	3764	1	1	0.12
examinará	5008	3764	1	1	0.12
ocupó	5008	3764	1	1	0.12
vehiculizar	5008	3764	1	1	0.12
mágico	5008	3764	1	1	0.12
vio	5008	3764	1	1	0.12
encantada	5008	3764	1	1	0.12
presentó	5008	3764	1	1	0.12
cuyas	5008	3764	1	1	0.12
mostró	5008	3764	1	1	0.12
anonymous	5008	3764	1	1	0.12
venetian	5008	3764	1	1	0.12
painting	5008	3764	1	1	0.12
reception	5008	3764	1	1	0.12
veneciana	5008	3764	1	1	0.12
anónima	5008	3764	1	1	0.12
recepción	5008	3764	1	1	0.12
embajadores	5008	3764	1	1	0.12
richard	5008	3764	1	1	0.12
fotografías	5008	3764	1	1	0.12
commons	5008	3764	1	1	0.12
aspectos	5008	3764	1	1	0.12
expresa	5008	3764	1	1	0.12
inferiorizar	5008	3764	1	1	0.12
desprecio	5008	3764	1	1	0.12
arqueología	5008	3764	1	1	0.12
bíblica	5008	3764	1	1	0.12
africanos	5008	3764	1	1	0.12
pontificio	5008	3764	1	1	0.12
refiriéndose	5008	3764	1	1	0.12
descolonización	5008	3764	1	1	0.12
adquirido	5008	3764	1	1	0.12
connotaciones	5008	3764	1	1	0.12
anticuadas	5008	3764	1	1	0.12
articulado	5008	3764	1	1	0.12
trabajos	5008	3764	1	1	0.12
universitarios	5008	3764	1	1	0.12
literarios	5008	3764	1	1	0.12
operan	5008	3764	1	1	0.12
opuestos	5008	3764	1	1	0.12
construyéndose	5008	3764	1	1	0.12
inversión	5008	3764	1	1	0.12
negativa	5008	3764	1	1	0.12
seducción	5008	3764	1	1	0.12
cumplía	5008	3764	1	1	0.12
da	5008	3764	1	1	0.12
mito	5008	3764	1	1	0.12
decadente	5008	3764	1	1	0.12
corrupto	5008	3764	1	1	0.12
colorista	5008	3764	1	1	0.12
baño	5008	3764	1	1	0.12
turco	5008	3764	1	1	0.12
veía	5008	3764	1	1	0.12
aceptable	5008	3764	1	1	0.12
véase	5008	3764	1	1	0.12
claro	5008	3764	1	1	0.12
grecia	5008	3764	1	1	0.12
volvió	5008	3764	1	1	0.12
centro	5008	3764	1	1	0.12
fijación	5008	3764	1	1	0.12
concebir	5008	3764	1	1	0.12
erótico	5008	3764	1	1	0.12
cristianismo	5008	3764	1	1	0.12
contrastes	5008	3764	1	1	0.12
emoción	5008	3764	1	1	0.12
tipologías	5008	3764	1	1	0.12
vale	5008	3764	1	1	0.12
conforma	5008	3764	1	1	0.12
color	5008	3764	1	1	0.12
concretan	5008	3764	1	1	0.12
islámicas	5008	3764	1	1	0.12
hebrea	5008	3764	1	1	0.12
encarnaban	5008	3764	1	1	0.12
ideal	5008	3764	1	1	0.12
tenían	5008	3764	1	1	0.12
real	5008	3764	1	1	0.12
atrajo	5008	3764	1	1	0.12
originada	5008	3764	1	1	0.12
anterior	5008	3764	1	1	0.12
imponer	5008	3764	1	1	0.12
leyes	5008	3764	1	1	0.12
napoleónicas	5008	3764	1	1	0.12
llevaba	5008	3764	1	1	0.12
autores	5008	3764	1	1	0.12
ende	5008	3764	1	1	0.12
antoine	5008	3764	1	1	0.12
gros	5008	3764	1	1	0.12
nunca	5008	3764	1	1	0.12
visitó	5008	3764	1	1	0.12
collage	5008	3764	1	1	0.12
ideales	5008	3764	1	1	0.12
propaganda	5008	3764	1	1	0.12
favor	5008	3764	1	1	0.12
oportunidades	5008	3764	1	1	0.12
desplegados	5008	3764	1	1	0.12
permitía	5008	3764	1	1	0.12
