token	corpus size	all contexts size	frequency	co-frequency	specificity
literaturas	40694	3912	1	1	1.02
clásicas	40694	3912	1	1	1.02
escrituras	40694	3912	1	1	1.02
contemporáneas	40694	3912	1	1	1.02
étnicas	40694	3912	1	1	1.02
constitucionales	40694	3912	1	1	1.02
adec	40694	3912	1	1	1.02
jap	40694	3912	1	1	1.02
promueve	40694	3912	1	1	1.02
rodaje	40694	3912	1	1	1.02
asignará	40694	3912	1	1	1.02
organizará	40694	3912	1	1	1.02
seminarios	40694	3912	1	1	1.02
cetrinos	40694	3912	1	1	1.02
khamûl	40694	3912	1	1	1.02
recibio	40694	3912	1	1	1.02
dude	40694	3912	1	1	1.02
optar	40694	3912	1	1	1.02
laascensión	40694	3912	1	1	1.02
detenerse	40694	3912	1	1	1.02
faltan	40694	3912	1	1	1.02
joyas	40694	3912	1	1	1.02
responderá	40694	3912	1	1	1.02
habitan	40694	3912	1	1	1.02
extensión	40694	3912	1	1	1.02
suramericano	40694	3912	1	1	1.02
viven	40694	3912	1	1	1.02
popularmente	40694	3912	1	1	1.02
tumba	40694	3912	1	1	1.02
pertenecer	40694	3912	1	1	1.02
señalar	40694	3912	1	1	1.02
elegido	40694	3912	1	1	1.02
encaraba	40694	3912	1	1	1.02
abiertamente	40694	3912	1	1	1.02
docs	40694	3912	1	1	1.02
dq	40694	3912	1	1	1.02
bl	40694	3912	1	1	1.02
ots	40694	3912	1	1	1.02
pqx	40694	3912	1	1	1.02
tb	40694	3912	1	1	1.02
sig	40694	3912	1	1	1.02
ublvyuu	40694	3912	1	1	1.02
iahvbgg	40694	3912	1	1	1.02
kheh	40694	3912	1	1	1.02
onepage	40694	3912	1	1	1.02
fal	40694	3912	1	1	1.02
vãas	40694	3912	1	1	1.02
comprometido	40694	3912	1	1	1.02
ãltimo	40694	3912	1	1	1.02
mantã	40694	3912	1	1	1.02
ngase	40694	3912	1	1	1.02
vicepresidente	40694	3912	1	1	1.02
mãs	40694	3912	1	1	1.02
desdeâ	40694	3912	1	1	1.02
previsiones	40694	3912	1	1	1.02
dos	40694	3912	50	7	1.01
sus	40694	3912	155	16	1.00
egipto	40694	3912	31	5	1.00
sociedad	40694	3912	31	5	1.00
oembed	40694	3912	22	4	0.99
conocer	40694	3912	22	4	0.99
dictadura	40694	3912	22	4	0.99
aunque	40694	3912	41	6	0.99
pinturas	40694	3912	14	3	0.97
dice	40694	3912	14	3	0.97
york	40694	3912	14	3	0.97
puede	40694	3912	52	7	0.97
the	40694	3912	85	10	0.97
esta	40694	3912	87	10	0.95
mitad	40694	3912	7	2	0.93
carã	40694	3912	7	2	0.93
cter	40694	3912	7	2	0.93
debate	40694	3912	7	2	0.93
igual	40694	3912	7	2	0.93
viajeros	40694	3912	7	2	0.93
saber	40694	3912	7	2	0.93
ricas	40694	3912	7	2	0.93
siguientes	40694	3912	7	2	0.93
sensual	40694	3912	7	2	0.93
espectáculo	40694	3912	7	2	0.93
ficos	40694	3912	7	2	0.93
impacto	40694	3912	7	2	0.93
construyã	40694	3912	7	2	0.93
sensualidad	40694	3912	7	2	0.93
clave	40694	3912	7	2	0.93
describe	40694	3912	7	2	0.93
imã	40694	3912	7	2	0.93
genes	40694	3912	7	2	0.93
cantidad	40694	3912	7	2	0.93
entre	40694	3912	119	12	0.92
europa	40694	3912	44	6	0.92
in	40694	3912	44	6	0.92
traducciã	40694	3912	15	3	0.92
relaciã	40694	3912	15	3	0.92
visiã	40694	3912	15	3	0.92
xx	40694	3912	15	3	0.92
influencia	40694	3912	15	3	0.92
new	40694	3912	15	3	0.92
principal	40694	3912	24	4	0.92
fueron	40694	3912	34	5	0.91
desarrollo	40694	3912	34	5	0.91
bajo	40694	3912	25	4	0.89
pueden	40694	3912	16	3	0.87
fuerza	40694	3912	16	3	0.87
sã	40694	3912	16	3	0.87
arquitectura	40694	3912	16	3	0.87
estereotipos	40694	3912	16	3	0.87
algo	40694	3912	16	3	0.87
ya	40694	3912	47	6	0.87
occidentales	40694	3912	36	5	0.87
cultura	40694	3912	98	9	0.86
orientalidad	40694	3912	26	4	0.86
turquã	40694	3912	8	2	0.85
espacio	40694	3912	8	2	0.85
utiliza	40694	3912	8	2	0.85
convirtió	40694	3912	8	2	0.85
modificar	40694	3912	8	2	0.85
artístico	40694	3912	8	2	0.85
dicho	40694	3912	8	2	0.85
cita	40694	3912	8	2	0.85
tapa	40694	3912	8	2	0.85
imprenta	40694	3912	8	2	0.85
podemos	40694	3912	8	2	0.85
república	40694	3912	8	2	0.85
pakistã	40694	3912	8	2	0.85
obra	40694	3912	49	6	0.84
ese	40694	3912	38	5	0.83
granada	40694	3912	17	3	0.83
ses	40694	3912	17	3	0.83
está	40694	3912	17	3	0.83
fotografía	40694	3912	28	4	0.81
son	40694	3912	71	7	0.81
escuela	40694	3912	18	3	0.80
histórico	40694	3912	18	3	0.80
donde	40694	3912	54	6	0.80
crã	40694	3912	29	4	0.79
sino	40694	3912	29	4	0.79
grado	40694	3912	29	4	0.79
romanticismo	40694	3912	9	2	0.79
nacimiento	40694	3912	9	2	0.79
presente	40694	3912	9	2	0.79
puntos	40694	3912	9	2	0.79
inglã	40694	3912	9	2	0.79
micos	40694	3912	9	2	0.79
lewis	40694	3912	9	2	0.79
comprender	40694	3912	9	2	0.79
otro	40694	3912	42	5	0.78
and	40694	3912	63	6	0.77
realidad	40694	3912	30	4	0.77
gran	40694	3912	43	5	0.77
había	40694	3912	19	3	0.77
mujer	40694	3912	19	3	0.77
extremo	40694	3912	2	1	0.76
nacionalidad	40694	3912	2	1	0.76
nacidos	40694	3912	2	1	0.76
ilustrados	40694	3912	2	1	0.76
significado	40694	3912	2	1	0.76
interpretación	40694	3912	2	1	0.76
utilizadas	40694	3912	2	1	0.76
simboliza	40694	3912	2	1	0.76
reciente	40694	3912	2	1	0.76
presupuestos	40694	3912	2	1	0.76
ste	40694	3912	2	1	0.76
centrã	40694	3912	2	1	0.76
pioneros	40694	3912	2	1	0.76
adaptados	40694	3912	2	1	0.76
entidad	40694	3912	2	1	0.76
sacy	40694	3912	2	1	0.76
domã	40694	3912	2	1	0.76
mitos	40694	3912	2	1	0.76
smo	40694	3912	2	1	0.76
man	40694	3912	2	1	0.76
west	40694	3912	2	1	0.76
aprendieron	40694	3912	2	1	0.76
costas	40694	3912	2	1	0.76
enfrentaron	40694	3912	2	1	0.76
apoya	40694	3912	2	1	0.76
generalizaciones	40694	3912	2	1	0.76
ahistã	40694	3912	2	1	0.76
preocupados	40694	3912	2	1	0.76
salvar	40694	3912	2	1	0.76
seres	40694	3912	2	1	0.76
establece	40694	3912	2	1	0.76
filã	40694	3912	2	1	0.76
colectiva	40694	3912	2	1	0.76
consiste	40694	3912	2	1	0.76
asimilar	40694	3912	2	1	0.76
marx	40694	3912	2	1	0.76
enorme	40694	3912	2	1	0.76
their	40694	3912	2	1	0.76
cosmopolita	40694	3912	2	1	0.76
sospechoso	40694	3912	2	1	0.76
criticó	40694	3912	2	1	0.76
ignorancia	40694	3912	2	1	0.76
alemanes	40694	3912	2	1	0.76
queda	40694	3912	2	1	0.76
salvo	40694	3912	2	1	0.76
supuestas	40694	3912	2	1	0.76
fracasó	40694	3912	2	1	0.76
marsal	40694	3912	2	1	0.76
encontró	40694	3912	2	1	0.76
fácilmente	40694	3912	2	1	0.76
panorama	40694	3912	2	1	0.76
fascinado	40694	3912	2	1	0.76
románticos	40694	3912	2	1	0.76
enfoques	40694	3912	2	1	0.76
deseen	40694	3912	2	1	0.76
ctica	40694	3912	2	1	0.76
extiende	40694	3912	2	1	0.76
prejuicio	40694	3912	2	1	0.76
conociã	40694	3912	2	1	0.76
unido	40694	3912	2	1	0.76
experiencias	40694	3912	2	1	0.76
fezâ	40694	3912	2	1	0.76
encantado	40694	3912	2	1	0.76
vio	40694	3912	2	1	0.76
presentó	40694	3912	2	1	0.76
nima	40694	3912	2	1	0.76
embajadores	40694	3912	2	1	0.76
expresa	40694	3912	2	1	0.76
inferiorizar	40694	3912	2	1	0.76
blica	40694	3912	2	1	0.76
descolonizaciã	40694	3912	2	1	0.76
adquirido	40694	3912	2	1	0.76
connotaciones	40694	3912	2	1	0.76
articulado	40694	3912	2	1	0.76
opuestos	40694	3912	2	1	0.76
inversiã	40694	3912	2	1	0.76
negativa	40694	3912	2	1	0.76
decadente	40694	3912	2	1	0.76
colorista	40694	3912	2	1	0.76
baã	40694	3912	2	1	0.76
aceptable	40694	3912	2	1	0.76
fijaciã	40694	3912	2	1	0.76
vale	40694	3912	2	1	0.76
conforma	40694	3912	2	1	0.76
ende	40694	3912	2	1	0.76
visitã	40694	3912	2	1	0.76
permitã	40694	3912	2	1	0.76
imposible	40694	3912	2	1	0.76
century	40694	3912	2	1	0.76
